"","Survey","Year","Cruise.Join.ID","Haul.Join.ID","Catch.Join.ID","Vessel.Number","Cruise.Number","Haul.Number","Starting.Latitude..dd.","Starting.Longitude..dd.","Ending.Latitude..dd.","Ending.Longitude..dd.","Stratum","Stratum.INPFC.Area","Stratum.Min.Depth..m.","Stratum.Max.Depth..m.","Stratum.Description","Stratum.Regulatory.Area.Name","Stratum.Type","Domain","Density","Gear.Performance","Satisfactory.Gear.Performance","Gear.Performance.Note","Gear.Depth","Bottom.Depth","Surface.Temperature","Gear.Temperature","Distance.Fished..km.","Net.Width..m.","Species.Code","Common.Name","Scientific.Name","Weight..kg.","Number.of.Fish","Effort..km2.","Weight.CPUE..kg.km2.","Number.CPUE..number.km2.","akfin_load_date"
"7166","GOA",1993,784786,784047,NA,60,199301,21,53.33783,-166.177,53.32933,-166.20633,310,"Shumagin",301,500,"Shumagin Slope","WESTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",364,364,6.8,4.2,2.167,16.04,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.03475868,0,0,"29-Sep-21"
"7167","GOA",1993,784786,784008,NA,60,199301,42,54.541,-163.551,54.51817,-163.54833,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",101,101,7.7,5.1,2.593,15.627,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.040520811,0,0,"29-Sep-21"
"7168","GOA",1993,784786,784017,NA,60,199301,51,54.01733,-163.39383,53.996,-163.4095,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",113,113,7.8,5,2.611,15.71,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04101881,0,0,"29-Sep-21"
"7169","GOA",1993,784786,783990,NA,60,199301,54,54.20117,-163.021,54.17567,-163.022,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",71,71,8.1,4.7,2.852,15.222,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.043413144,0,0,"29-Sep-21"
"7170","GOA",1993,784786,783996,NA,60,199301,60,54.81683,-161.37183,54.81333,-161.402,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",146,146,8.1,4.8,2.037,15.87,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.03232719,0,0,"29-Sep-21"
"7171","GOA",1996,881074,881332,NA,23,199601,28,54.23493,-164.5923,54.239,-164.6077,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",113,113,6,3.9,1.105,16.14,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0178347,0,0,"29-Sep-21"
"7172","GOA",1996,881076,881909,NA,100,199601,254,58.02447,-136.9235,58.03178,-136.945,350,"Southeastern",301,500,"Southeastern Deep Gullies","EASTERN GOA","GULLY",NA,NA,0,"Y","Good performance",409,409,13.7,4.3,1.517,15.888,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024102096,0,0,"29-Sep-21"
"7173","GOA",1996,881076,881912,NA,100,199601,257,56.86932,-135.897,56.85573,-135.8963,150,"Southeastern",101,200,"Baranof-Chichagof Shelf","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",188,188,14.2,5.8,1.524,14.922,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022741128,0,0,"29-Sep-21"
"7174","GOA",1996,881076,881934,NA,100,199601,279,55.17658,-133.9515,55.16301,-133.9477,151,"Southeastern",101,200,"Prince of Wales Shelf","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",134,134,13.9,6.7,1.556,14.759,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022965004,0,0,"29-Sep-21"
"7175","GOA",1999,978774,991102,994258,94,199901,178,58.77415,-150.9393,58.78309,-150.922,131,"Kodiak",101,200,"Portlock Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",167,167,8.5,5.3,1.42,16.535,30060,"Pacific ocean perch","Sebastes alutus",28.3,48,0.0234797,1205.29649,2044.319135,"29-Sep-21"
"7176","GOA",1999,978774,991112,993801,94,199901,188,59.03763,-149.7635,59.03811,-149.7883,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",222,222,10.3,5.4,1.424,16.124,30060,"Pacific ocean perch","Sebastes alutus",1.3,2,0.022960576,56.61878866,87.1058287,"29-Sep-21"
"7177","GOA",1999,978774,991135,993735,94,199901,211,58.94707,-148.2679,58.94823,-148.2441,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,4,"Y","Caught unspecified object",262,262,10.5,5,1.399,16.278,30060,"Pacific ocean perch","Sebastes alutus",29.178,44,0.022772922,1281.258505,1932.119207,"29-Sep-21"
"7178","GOA",1999,978774,991136,993672,94,199901,212,59.32069,-147.5738,59.32534,-147.5966,133,"Kodiak",101,200,"Kenai Flats","CENTRAL GOA","SHELF",NA,NA,5.5,"Y","Net crabbing severely",126,126,11.1,5.7,1.403,16.065,30060,"Pacific ocean perch","Sebastes alutus",9.09,46,0.022539195,403.2974558,2040.889215,"29-Sep-21"
"7179","GOA",1999,978774,991137,993631,94,199901,213,59.37909,-147.7786,59.38956,-147.7951,133,"Kodiak",101,200,"Kenai Flats","CENTRAL GOA","SHELF",NA,NA,5.5,"Y","Net crabbing severely",148,148,11.6,5.7,1.515,16.089,30060,"Pacific ocean perch","Sebastes alutus",0.152,1,0.024374835,6.235939648,41.02591874,"29-Sep-21"
"7180","GOA",1993,784786,784000,NA,60,199301,64,55.32733,-161.2725,55.30433,-161.26517,12,"Shumagin",1,100,"Lower Alaska Peninsula","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",51,51,9.4,6,2.667,14.945,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.039858315,0,0,"29-Sep-21"
"7181","GOA",1993,784786,783988,NA,60,199301,82,54.82533,-159.99967,54.80517,-159.98383,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",62,62,8.2,6.5,2.463,15.01,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.03696963,0,0,"29-Sep-21"
"7182","GOA",1993,784786,783955,NA,60,199301,109,55.7465,-159.14083,55.7465,-159.18317,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",104,104,9.2,5.5,2.722,16.15,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0439603,0,0,"29-Sep-21"
"7183","GOA",1996,881074,881266,NA,23,199601,74,56.06736,-157.8293,56.07699,-157.8472,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",169,169,6.5,4.5,1.577,14.847,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023413719,0,0,"29-Sep-21"
"7184","GOA",1996,881074,881276,895950,23,199601,84,56.17754,-156.9464,56.16336,-156.9563,21,"Chirikof",1,100,"Semidi Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",85,85,7.1,4.7,1.729,15.786,30060,"Pacific ocean perch","Sebastes alutus",0.416,5,0.027293994,15.24144836,183.1904851,"29-Sep-21"
"7185","GOA",1996,881074,881250,895979,23,199601,86,55.99031,-156.557,55.97998,-156.5706,121,"Chirikof",101,200,"Shelikof Edge","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",194,194,NA,NA,1.438,16.317,30060,"Pacific ocean perch","Sebastes alutus",8.4,14,0.023463846,357.9975764,596.6626273,"29-Sep-21"
"7186","GOA",1996,881074,881239,895615,23,199601,103,55.70127,-155.2235,55.70694,-155.2028,221,"Chirikof",201,300,"Chirikof Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",256,256,NA,NA,1.458,16.742,30060,"Pacific ocean perch","Sebastes alutus",282.8,446,0.024409836,11585.49365,18271.32308,"29-Sep-21"
"7187","GOA",1996,881074,881240,895570,23,199601,104,55.72565,-155.2339,55.73071,-155.212,122,"Chirikof",101,200,"Chirikof Outer Shelf","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",176,176,8,5.5,1.501,15.344,30060,"Pacific ocean perch","Sebastes alutus",62.5,99,0.023031344,2713.693131,4298.489919,"29-Sep-21"
"7188","GOA",1996,881074,881223,NA,23,199601,114,57.88292,-154.5783,57.89275,-154.5608,232,"Kodiak",201,300,"Upper Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",246,246,8.4,5.2,1.533,15.295,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023447235,0,0,"29-Sep-21"
"7189","GOA",1996,881076,881942,NA,100,199601,287,54.95105,-133.3498,54.94095,-133.3461,151,"Southeastern",101,200,"Prince of Wales Shelf","EASTERN GOA","SHELF",NA,NA,5.1,"Y","Net came off bottom",189,189,12.5,6.3,1.183,15.593,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.018446519,0,0,"29-Sep-21"
"7190","GOA",1999,978772,979019,NA,23,199901,19,54.39348,-163.6111,54.39316,-163.6337,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",108,108,3.5,3.5,1.467,16.157,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023702319,0,0,"29-Sep-21"
"7191","GOA",1999,978774,991078,997514,94,199901,266,58.46603,-137.4541,58.47243,-137.4752,40,"Yakutat",1,100,"Yakutat Shallows","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",128,128,9.8,6.3,1.429,17.429,30060,"Pacific ocean perch","Sebastes alutus",0.2,2,0.024906041,8.030180308,80.30180308,"29-Sep-21"
"7192","GOA",1993,784786,784229,NA,60,199301,118,55.48767,-158.22367,55.50833,-158.204,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",137,137,9.6,4.9,2.667,15.3,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0408051,0,0,"29-Sep-21"
"7193","GOA",1993,784786,784236,795330,60,199301,125,55.04333,-157.12283,55.027,-157.15217,320,"Chirikof",301,500,"Chirikof Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",316,316,9.1,4.3,2.611,16.78,30060,"Pacific ocean perch","Sebastes alutus",6.35,11,0.04381258,144.9355413,251.0694417,"29-Sep-21"
"7194","GOA",1993,784786,784264,NA,60,199301,153,56.41233,-156.91167,56.39233,-156.91233,120,"Chirikof",101,200,"East Shumagin Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",121,121,10.7,5.1,2.241,15.72,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.03522852,0,0,"29-Sep-21"
"7195","GOA",1993,784786,784267,NA,60,199301,156,57.0495,-156.14117,57.02433,-156.1355,20,"Chirikof",1,100,"Upper Alaska Peninsula","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",91,91,11.2,6.6,2.889,16.56,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04784184,0,0,"29-Sep-21"
"7196","GOA",1993,784786,784272,NA,60,199301,161,57.07767,-155.21033,57.10533,-155.203,220,"Chirikof",201,300,"Lower Shelikof Gully","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",241,241,10.9,5.3,3.13,17.14,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0536482,0,0,"29-Sep-21"
"7197","GOA",1996,881074,881226,NA,23,199601,117,58.39995,-153.8804,58.40806,-153.86,132,"Kodiak",101,200,"Barren Islands","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",129,129,8.8,5.9,1.51,16.601,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02506751,0,0,"29-Sep-21"
"7198","GOA",1996,881074,881191,894695,23,199601,162,58.22661,-151.0911,58.21697,-151.0773,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",137,137,10.1,6.6,1.354,15.297,30060,"Pacific ocean perch","Sebastes alutus",0.83,2,0.020712138,40.07312041,96.56173593,"29-Sep-21"
"7199","GOA",1999,978772,979051,NA,23,199901,51,54.95861,-159.0481,54.97119,-159.0643,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",87,87,4.6,3.1,1.756,15.529,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.027268924,0,0,"29-Sep-21"
"7200","GOA",1999,978772,978963,982938,23,199901,78,54.97844,-157.3027,54.96718,-157.3236,122,"Chirikof",101,200,"Chirikof Outer Shelf","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",167,167,5.4,4.9,1.854,14.894,30060,"Pacific ocean perch","Sebastes alutus",166.704,268,0.027613476,6037.052344,9705.406157,"29-Sep-21"
"7201","GOA",1999,978774,991345,992011,94,199901,305,54.60765,-133.9683,54.60591,-133.9454,251,"Southeastern",201,300,"Prince of Wales Slope/Gullies","EASTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",228,228,12,5.5,1.502,17.153,30060,"Pacific ocean perch","Sebastes alutus",145.9,230,0.025763806,5662.983179,8927.252441,"29-Sep-21"
"7202","GOA",2001,1077655,1077661,NA,57,200101,5,53.04145,-168.0024,53.04207,-167.9817,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",110,116,5.3,4.8,1.496,14.685,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02196876,0,0,"29-Sep-21"
"7203","GOA",1993,784786,784290,NA,60,199301,179,57.07983,-152.30733,57.05767,-152.29417,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",79,79,12.2,6.7,2.611,15.25,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.03981775,0,0,"29-Sep-21"
"7204","GOA",1993,784786,784294,NA,60,199301,183,57.1285,-152.7495,57.1485,-152.78067,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",144,144,10.7,5.7,2.963,16.36,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04847468,0,0,"29-Sep-21"
"7205","GOA",1993,784786,784296,NA,60,199301,185,56.86967,-153.44233,56.88833,-153.4685,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",124,124,10.6,6.4,2.667,16.74,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04464558,0,0,"29-Sep-21"
"7206","GOA",1996,881074,881173,NA,23,199601,170,57.64004,-149.9303,57.64347,-149.9119,330,"Kodiak",301,500,"Kodiak Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",366,366,10.6,4.5,1.244,16.888,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021008672,0,0,"29-Sep-21"
"7207","GOA",1996,881074,881143,894222,23,199601,192,58.12989,-148.8872,58.11518,-148.8879,134,"Kodiak",101,200,"Kodiak Outer Shelf","CENTRAL GOA","SHELF",NA,NA,1.11,"Y","Completed tow",131,131,12,5.6,1.65,17.138,30060,"Pacific ocean perch","Sebastes alutus",2.406,34,0.0282777,85.0847134,1202.360871,"29-Sep-21"
"7208","GOA",1996,881074,881137,NA,23,199601,212,59.83211,-148.5315,59.83787,-148.5067,133,"Kodiak",101,200,"Kenai Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",137,137,11.6,6,1.546,16.351,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.025278646,0,0,"29-Sep-21"
"7209","GOA",1999,978772,978999,NA,23,199901,114,56.65178,-153.91,56.66252,-153.9013,30,"Kodiak",1,100,"Albatross Shallows","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",67,67,6.1,5.3,1.374,15.032,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.020653968,0,0,"29-Sep-21"
"7210","GOA",1999,978772,978909,NA,23,199901,138,57.73596,-153.957,57.72283,-153.9527,35,"Kodiak",1,100,"Northern Kodiak Shallows","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",43,43,7.3,4.6,1.495,14.661,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.021918195,0,0,"29-Sep-21"
"7211","GOA",2001,1077655,1077923,NA,57,200101,18,53.99822,-165.0201,54.00052,-165.0415,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",71,78,5,4.8,1.551,14.254,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022107954,0,0,"29-Sep-21"
"7212","GOA",2001,1077655,1077679,NA,57,200101,27,54.40224,-164.2534,54.41589,-164.2522,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",86,92,5.2,4.6,1.555,15.392,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02393456,0,0,"29-Sep-21"
"7213","GOA",2001,1077655,1077694,NA,57,200101,45,54.97876,-162.4055,54.98522,-162.38651,12,"Shumagin",1,100,"Lower Alaska Peninsula","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",35,42,5.8,5.3,1.578,14.845,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02342541,0,0,"29-Sep-21"
"7214","GOA",1993,784786,784330,NA,60,199301,219,57.30083,-151.37783,57.331,-151.376,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",143,143,12.8,6.8,3.389,15.47,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.05242783,0,0,"29-Sep-21"
"7215","GOA",1993,784786,784338,NA,60,199301,227,58.54133,-153.342,58.52083,-153.376,132,"Kodiak",101,200,"Barren Islands","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",163,163,12.1,5,3.037,14.92,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04531204,0,0,"29-Sep-21"
"7216","GOA",1993,784786,784350,797199,60,199301,239,59.05217,-152.59367,59.07967,-152.59833,132,"Kodiak",101,200,"Barren Islands","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",143,143,13.4,5.6,3.093,15.19,30060,"Pacific ocean perch","Sebastes alutus",2.948,6,0.04698267,62.74654037,127.7066629,"29-Sep-21"
"7217","GOA",1993,784786,784355,NA,60,199301,244,58.30883,-151.23567,58.31067,-151.182,30,"Kodiak",1,100,"Albatross Shallows","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",86,86,13.9,7.6,3.167,14.78,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04680826,0,0,"29-Sep-21"
"7218","GOA",1996,881074,881108,893010,23,199601,237,58.87662,-140.8307,58.8641,-140.8187,142,"Yakutat",101,200,"Yakutat Flats","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",194,194,13.8,5.8,1.571,16.158,30060,"Pacific ocean perch","Sebastes alutus",18.13,110,0.025384218,714.2233021,4333.401171,"29-Sep-21"
"7219","GOA",1996,881074,881111,892855,23,199601,240,58.36482,-139.4088,58.35624,-139.3887,241,"Yakutat",201,300,"Yakutat Slope","EASTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",236,236,13.7,5.5,1.546,15.981,30060,"Pacific ocean perch","Sebastes alutus",46.8,164,0.024706626,1894.228698,6637.895437,"29-Sep-21"
"7220","GOA",1999,978772,978934,981133,23,199901,163,58.54936,-151.5088,58.53968,-151.4944,132,"Kodiak",101,200,"Barren Islands","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",171,171,8.1,5.3,1.371,14.982,30060,"Pacific ocean perch","Sebastes alutus",4.5,6,0.020540322,219.0812783,292.108371,"29-Sep-21"
"7221","GOA",1999,978772,978837,NA,23,199901,179,57.1102,-152.4848,57.12309,-152.481,130,"Kodiak",101,200,"Albatross Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",145,145,8.4,5.2,1.46,15.418,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02251028,0,0,"29-Sep-21"
"7222","GOA",2001,1077656,1078106,1090045,94,200101,217,57.95094,-149.9192,57.95106,-149.8941,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",255,261,12.8,5.1,1.501,17.201,30060,"Pacific ocean perch","Sebastes alutus",5.93,9,0.025818701,229.67848,348.5845396,"29-Sep-21"
"7223","GOA",2001,1077656,1078115,NA,94,200101,229,58.77224,-150.3927,58.75882,-150.3902,131,"Kodiak",101,200,"Portlock Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",151,158,11.1,5.8,1.526,16.338,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024931788,0,0,"29-Sep-21"
"7224","GOA",1993,784786,784382,NA,60,199301,271,59.64317,-147.53217,59.627,-147.57617,133,"Kodiak",101,200,"Kenai Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",128,128,NA,NA,3.074,15.45,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.0474933,0,0,"29-Sep-21"
"7225","GOA",1996,881074,881084,NA,23,199601,265,55.60473,-133.8271,55.59515,-133.8305,151,"Southeastern",101,200,"Prince of Wales Shelf","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",112,112,12,7.1,1.127,15.719,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.017715313,0,0,"29-Sep-21"
"7226","GOA",1996,881075,881594,891772,94,199601,15,53.33095,-166.4471,53.32551,-166.4702,210,"Shumagin",201,300,"Shumagin Slope","WESTERN GOA","SLOPE",NA,NA,0,"Y","Good performance",212,212,5.8,5.3,1.679,15.697,30060,"Pacific ocean perch","Sebastes alutus",32.7,56,0.026355263,1240.738899,2124.812794,"29-Sep-21"
"7227","GOA",1999,978772,978848,980466,23,199901,190,57.53709,-150.2578,57.53219,-150.2805,231,"Kodiak",201,300,"Kodiak Slope","CENTRAL GOA","SLOPE",NA,NA,0,"Y","Good performance",289,289,8.7,4.7,1.467,17.049,30060,"Pacific ocean perch","Sebastes alutus",16.6,26,0.025010883,663.7110733,1039.547464,"29-Sep-21"
"7228","GOA",1999,978772,978875,NA,23,199901,217,58.21415,-149.8217,58.20869,-149.7987,31,"Kodiak",1,100,"Albatross Banks","CENTRAL GOA","SHELF",NA,NA,5.5,"Y","Net crabbing severely",80,80,9.2,6.2,1.495,15.083,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.022549085,0,0,"29-Sep-21"
"7229","GOA",2001,1077656,1077964,NA,94,200101,47,54.48457,-162.72929,54.4798,-162.70869,11,"Shumagin",1,100,"Davidson Bank","WESTERN GOA","SHELF",NA,NA,1.11,"Y","Completed tow",NA,157,NA,NA,1.486,15.707,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023340602,0,0,"29-Sep-21"
"7230","GOA",2001,1077656,1077973,NA,94,200101,59,55.14803,-160.73039,55.1366,-160.7448,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",64,68,6.4,5.2,1.615,15.605,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.025202075,0,0,"29-Sep-21"
"7231","GOA",2001,1077656,1077980,1085355,94,200101,68,55.24333,-160.1702,55.24967,-160.1584,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",178,186,7.1,4.9,1.06,14.656,30060,"Pacific ocean perch","Sebastes alutus",0.7,2,0.01553536,45.05849881,128.738568,"29-Sep-21"
"7232","GOA",2001,1077656,1078177,NA,94,200101,81,55.04664,-158.0896,55.06015,-158.091,21,"Chirikof",1,100,"Semidi Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",88,96,8.4,5.8,1.532,15.051,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.023058132,0,0,"29-Sep-21"
"7233","GOA",1993,784786,784436,789170,60,199301,325,58.08583,-149.688,58.07733,-149.63883,230,"Kodiak",201,300,"Kenai Gullies","CENTRAL GOA","GULLY",NA,NA,0,"Y","Good performance",232,232,10.9,4.8,3.074,16.154,30060,"Pacific ocean perch","Sebastes alutus",6.804,9,0.049657396,137.0188642,181.2418839,"29-Sep-21"
"7234","GOA",1993,784787,784455,788889,90,199301,4,52.844,-168.80717,52.84767,-168.76517,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",84,84,6.3,5.2,2.871,14.75,30060,"Pacific ocean perch","Sebastes alutus",7.484,46,0.04234725,176.7293036,1086.257077,"29-Sep-21"
"7235","GOA",1993,784787,784464,788760,90,199301,13,53.56583,-166.09517,53.539,-166.1065,111,"Shumagin",101,200,"Shumagin Outer Shelf","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",110,110,7.1,5.1,3.13,14.5,30060,"Pacific ocean perch","Sebastes alutus",1.361,14,0.045385,29.98788146,308.4719621,"29-Sep-21"
"7236","GOA",1996,881075,881535,NA,94,199601,68,54.66648,-159.3443,54.6527,-159.3425,13,"Shumagin",1,100,"Shumagin Bank","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",76,76,7,4.3,1.553,15.761,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.024476833,0,0,"29-Sep-21"
"7237","GOA",1999,978772,978813,979418,23,199901,267,59.22823,-141.1755,59.24142,-141.1685,240,"Yakutat",201,300,"Yakutat Gullies","EASTERN GOA","GULLY",NA,NA,0,"Y","Good performance",266,266,11.6,5.4,1.531,16.196,30060,"Pacific ocean perch","Sebastes alutus",58.9,95,0.024796076,2375.375846,3831.251364,"29-Sep-21"
"7238","GOA",1999,978772,978830,981204,23,199901,284,58.4318,-137.2564,58.43877,-137.2784,40,"Yakutat",1,100,"Yakutat Shallows","EASTERN GOA","SHELF",NA,NA,0,"Y","Good performance",89,89,10.2,7.2,1.515,16.657,30060,"Pacific ocean perch","Sebastes alutus",0.982,6,0.025235355,38.91365903,237.7616641,"29-Sep-21"
"7239","GOA",2001,1077655,1077813,1081355,57,200101,217,58.64342,-150.39529,58.65134,-150.41541,131,"Kodiak",101,200,"Portlock Flats","CENTRAL GOA","SHELF",NA,NA,1.11,"Y","Completed tow",173,179,12.4,5.7,1.491,16.736,30060,"Pacific ocean perch","Sebastes alutus",5.176,7,0.024953376,207.4268428,280.5231645,"29-Sep-21"
"7240","GOA",2001,1077655,1077899,NA,57,200101,218,58.57522,-150.50591,58.58079,-150.5296,131,"Kodiak",101,200,"Portlock Flats","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",175,181,11.8,5.7,1.536,17.21,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.02643456,0,0,"29-Sep-21"
"7241","GOA",1993,784787,784484,NA,90,199301,33,54.21617,-165.19967,54.23283,-165.2355,10,"Shumagin",1,100,"Fox Islands","WESTERN GOA","SHELF",NA,NA,0,"Y","Good performance",68,68,6.2,5.1,3,14.44,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.04332,0,0,"29-Sep-21"
"7242","GOA",1996,881075,881494,NA,94,199601,109,55.7416,-155.7439,55.73438,-155.7222,22,"Chirikof",1,100,"Chirikof Bank","CENTRAL GOA","SHELF",NA,NA,0,"Y","Good performance",64,64,7.5,7.4,1.629,15.634,30060,"Pacific ocean perch","Sebastes alutus",0,0,0.025467786,0,0,"29-Sep-21"
